id,parent_fen,move_san,name,type,branches,priority,tier,frequency
45938,rnbqkb1r/pppppppp/8/8/3Pn2B/8/PPP1PPPP/RN1QKBNR b KQkq -,f5,트롬포프스키 어택: 엣지 바리에이션,blunder,[],11,3,0.25
45939,rnbqkb1r/pppppppp/8/8/3Pn2B/8/PPP1PPPP/RN1QKBNR b KQkq -,f6,트롬포프스키 어택: 엣지 바리에이션,blunder,[],12,3,0.22
45940,rnbqkb1r/pppppppp/8/8/3Pn2B/8/PPP1PPPP/RN1QKBNR b KQkq -,e6,트롬포프스키 어택: 엣지 바리에이션,blunder,[],13,5,0.75
45941,rnbqkb1r/pppppppp/8/8/3Pn2B/8/PPP1PPPP/RN1QKBNR b KQkq -,Nf6,트롬포프스키 어택: 엣지 바리에이션,mistake,[],14,5,0.44
45942,rnbqkb1r/pppppppp/8/8/3Pn2B/8/PPP1PPPP/RN1QKBNR b KQkq -,e5,트롬포프스키 어택: 엣지 바리에이션,blunder,[],15,6,3.24
45943,rnbqkb1r/pppppppp/8/8/3Pn2B/8/PPP1PPPP/RN1QKBNR b KQkq -,Nxf2,트롬포프스키 어택: 엣지 바리에이션,mistake,[],16,6,1.5
45945,rnbqkb1r/pp1ppppp/2p5/8/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,f3,트롬포프스키 어택: 엣지 바리에이션,okay,[],2,1,26.42
45947,rnbqkb1r/pp1ppppp/2p5/8/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,Qd3,트롬포프스키 어택: 엣지 바리에이션,mistake,[],4,1,5.66
45949,rnbqkb1r/pp1ppppp/2p5/8/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,Nf3,트롬포프스키 어택: 엣지 바리에이션,okay,[],6,2,1.69
45950,rnbqkb1r/pp1ppppp/2p5/8/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,c4,트롬포프스키 어택: 엣지 바리에이션,blunder,[],7,2,0.31
45951,rnbqkb1r/pp1ppppp/2p5/8/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,Nc3,트롬포프스키 어택: 엣지 바리에이션,inaccuracy,[],8,2,0.26
45952,rnbqkb1r/pp1ppppp/2p5/8/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,Bg3,트롬포프스키 어택: 엣지 바리에이션,blunder,[],9,2,0.15
45954,rnbqkb1r/pp1ppppp/2p5/8/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,b4,트롬포프스키 어택: 엣지 바리에이션,blunder,[],11,2,0.05
45955,rnbqkb1r/pp1ppppp/2p5/8/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,a3,트롬포프스키 어택: 엣지 바리에이션,mistake,[],12,3,0.3
45959,rnbqkb1r/pp1ppppp/2p5/8/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,g3,트롬포프스키 어택: 엣지 바리에이션,blunder,[],16,5,0.43
45961,rnbqkb1r/pp1ppppp/2p5/8/3Pn2B/8/PPPNPPPP/R2QKBNR b KQkq -,Qa5,트롬포프스키 어택: 엣지 바리에이션,best,[],1,1,58.62
45962,rnbqkb1r/pp1ppppp/2p5/8/3Pn2B/8/PPPNPPPP/R2QKBNR b KQkq -,Nxd2,트롬포프스키 어택: 엣지 바리에이션,okay,[],2,1,20.69
45965,rnbqkb1r/pp1ppppp/2p5/8/3Pn2B/8/PPPNPPPP/R2QKBNR b KQkq -,Nd6,트롬포프스키 어택: 엣지 바리에이션,blunder,[],5,2,1.29
45966,rnbqkb1r/pp1ppppp/2p5/8/3Pn2B/8/PPPNPPPP/R2QKBNR b KQkq -,Nf6,트롬포프스키 어택: 엣지 바리에이션,blunder,[],6,2,0.52
45969,rnbqkb1r/pp1ppppp/2p5/8/3Pn2B/8/PPPNPPPP/R2QKBNR b KQkq -,f5,트롬포프스키 어택: 엣지 바리에이션,blunder,[],9,2,0.26
45972,rnb1kb1r/pp1ppppp/2p5/q7/3Pn2B/8/PPPNPPPP/R2QKBNR w KQkq -,c3,트롬포프스키 어택: 엣지 바리에이션,best,[],1,1,100.0
45973,rnb1kb1r/pp1ppppp/2p5/q7/3Pn2B/8/PPPNPPPP/R2QKBNR w KQkq -,Nf3,트롬포프스키 어택: 엣지 바리에이션,best,[],2,2,10.53
45975,rnb1kb1r/pp1ppppp/2p5/q7/3Pn2B/8/PPPNPPPP/R2QKBNR w KQkq -,f3,트롬포프스키 어택: 엣지 바리에이션,okay,[],4,2,1.32
45977,rnb1kb1r/pp1ppppp/2p5/q7/3Pn2B/2P5/PP1NPPPP/R2QKBNR b KQkq -,Nxd2,트롬포프스키 어택: 엣지 바리에이션,okay,[],2,1,29.41
45980,rnb1kb1r/pp1ppppp/2p5/q7/3Pn2B/2P5/PP1NPPPP/R2QKBNR b KQkq -,Nd6,트롬포프스키 어택: 엣지 바리에이션,mistake,[],5,2,1.42
45981,rnb1kb1r/pp1ppppp/2p5/q7/3Pn2B/2P5/PP1NPPPP/R2QKBNR b KQkq -,f5,트롬포프스키 어택: 엣지 바리에이션,blunder,[],6,2,0.47
45982,rnb1kb1r/pp1ppppp/2p5/q7/3Pn2B/2P5/PP1NPPPP/R2QKBNR b KQkq -,Nf6,트롬포프스키 어택: 엣지 바리에이션,mistake,[],7,3,2.84
45983,rnb1kb1r/pp1ppppp/2p5/q7/3Pn2B/2P5/PP1NPPPP/R2QKBNR b KQkq -,Nxc3,트롬포프스키 어택: 엣지 바리에이션,mistake,[],8,3,1.77
45985,rnb1kb1r/pp1ppppp/2p5/q7/3Pn2B/2P5/PP1NPPPP/R2QKBNR b KQkq -,Ng5,트롬포프스키 어택: 엣지 바리에이션,mistake,[],10,3,1.06
45990,rnb1kb1r/pp1ppppp/2p5/q7/3P3B/2P5/PP1nPPPP/R2QKBNR w KQkq -,Qxd2,트롬포프스키 어택: 엣지 바리에이션,best,[],1,1,100.0
45991,rnb1kb1r/pp1ppppp/2p5/q7/3P3B/2P5/PP1nPPPP/R2QKBNR w KQkq -,Kxd2,트롬포프스키 어택: 엣지 바리에이션,inaccuracy,[],2,3,0.72
45992,rnb1kb1r/pp1ppppp/2p5/q7/3P3B/2P5/PP1QPPPP/R3KBNR b KQkq -,d5,트롬포프스키 어택: 엣지 바리에이션,critical,[],1,1,100.0
45993,rnb1kb1r/pp1ppppp/2p5/q7/3P3B/2P5/PP1QPPPP/R3KBNR b KQkq -,g6,트롬포프스키 어택: 엣지 바리에이션,critical,[],2,2,10.0
45994,rnb1kb1r/pp1ppppp/2p5/q7/3P3B/2P5/PP1QPPPP/R3KBNR b KQkq -,d6,트롬포프스키 어택: 엣지 바리에이션,blunder,[],3,2,10.0
45995,rnb1kb1r/pp1ppppp/2p5/q7/3P3B/2P5/PP1QPPPP/R3KBNR b KQkq -,Qh5,트롬포프스키 어택: 엣지 바리에이션,blunder,[],4,2,7.5
45996,rnb1kb1r/pp1ppppp/2p5/q7/3P3B/2P5/PP1QPPPP/R3KBNR b KQkq -,e5,트롬포프스키 어택: 엣지 바리에이션,mistake,[],5,2,2.5
45997,rnb1kb1r/pp1ppppp/2p5/q7/3P3B/2P5/PP1QPPPP/R3KBNR b KQkq -,e6,트롬포프스키 어택: 엣지 바리에이션,blunder,[],6,3,16.06
45998,rnb1kb1r/pp1ppppp/2p5/q7/3P3B/2P5/PP1QPPPP/R3KBNR b KQkq -,h6,트롬포프스키 어택: 엣지 바리에이션,blunder,[],7,3,2.19
45999,rnb1kb1r/pp1ppppp/2p5/q7/3P3B/2P5/PP1QPPPP/R3KBNR b KQkq -,Qb6,트롬포프스키 어택: 엣지 바리에이션,blunder,[],8,3,1.46
46000,rnb1kb1r/pp1ppppp/2p5/q7/3P3B/2P5/PP1QPPPP/R3KBNR b KQkq -,f6,트롬포프스키 어택: 엣지 바리에이션,blunder,[],9,3,0.73
46001,rnb1kb1r/pp1ppppp/2p5/q7/3P3B/2P5/PP1QPPPP/R3KBNR b KQkq -,Na6,트롬포프스키 어택: 엣지 바리에이션,blunder,[],10,3,0.73
46002,rnb1kb1r/pp2pppp/2p5/q2p4/3P3B/2P5/PP1QPPPP/R3KBNR w KQkq -,f3,트롬포프스키 어택: 엣지 바리에이션,best,[],1,1,80.0
46003,rnb1kb1r/pp2pppp/2p5/q2p4/3P3B/2P5/PP1QPPPP/R3KBNR w KQkq -,Nf3,트롬포프스키 어택: 엣지 바리에이션,excellent,[],2,1,20.0
46004,rnb1kb1r/pp2pppp/2p5/q2p4/3P3B/2P5/PP1QPPPP/R3KBNR w KQkq -,e3,트롬포프스키 어택: 엣지 바리에이션,excellent,[],3,2,27.59
46005,rnb1kb1r/pp2pppp/2p5/q2p4/3P3B/2P5/PP1QPPPP/R3KBNR w KQkq -,e4,"트롬포프스키 어택: 엣지 바리에이션, 헤르거트 갬빗",book,[],4,2,17.24
46006,rnb1kb1r/pp2pppp/2p5/q2p4/3P3B/2P5/PP1QPPPP/R3KBNR w KQkq -,b4,트롬포프스키 어택: 엣지 바리에이션,okay,[],5,3,3.51
46007,rnb1kb1r/pp2pppp/2p5/q2p4/3P3B/2P5/PP1QPPPP/R3KBNR w KQkq -,f4,트롬포프스키 어택: 엣지 바리에이션,okay,[],6,3,1.75
46008,rnbqkb1r/ppp1pppp/8/3p4/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,f3,트롬포프스키 어택: 엣지 바리에이션,best,[],1,1,74.59
46009,rnbqkb1r/ppp1pppp/8/3p4/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,Nd2,트롬포프스키 어택: 엣지 바리에이션,excellent,[],2,1,19.89
46011,rnbqkb1r/ppp1pppp/8/3p4/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,Nf3,트롬포프스키 어택: 엣지 바리에이션,inaccuracy,[],4,1,1.1
46012,rnbqkb1r/ppp1pppp/8/3p4/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,c3,트롬포프스키 어택: 엣지 바리에이션,blunder,[],5,1,0.55
46014,rnbqkb1r/ppp1pppp/8/3p4/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,c4,트롬포프스키 어택: 엣지 바리에이션,blunder,[],7,3,1.15
46015,rnbqkb1r/ppp1pppp/8/3p4/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,Qd3,트롬포프스키 어택: 엣지 바리에이션,blunder,[],8,3,0.52
46016,rnbqkb1r/ppp1pppp/8/3p4/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,Bg3,트롬포프스키 어택: 엣지 바리에이션,blunder,[],9,3,0.35
46017,rnbqkb1r/ppp1pppp/8/3p4/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,f4,트롬포프스키 어택: 엣지 바리에이션,blunder,[],10,3,0.2
46019,rnbqkb1r/ppp1pppp/8/3p4/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,a3,트롬포프스키 어택: 엣지 바리에이션,blunder,[],12,3,0.04
46020,rnbqkb1r/ppp1pppp/8/3p4/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,g3,트롬포프스키 어택: 엣지 바리에이션,mistake,[],13,4,0.11
46021,rnbqkb1r/ppp1pppp/8/3p4/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,Na3,트롬포프스키 어택: 엣지 바리에이션,blunder,[],14,6,1.08
46022,rnbqkb1r/ppp1pppp/8/3p4/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,Qd2,트롬포프스키 어택: 엣지 바리에이션,blunder,[],15,6,1.08
46023,rnbqkb1r/ppp1pppp/8/3p4/3Pn2B/8/PPP1PPPP/RN1QKBNR w KQkq -,Nh3,트롬포프스키 어택: 엣지 바리에이션,blunder,[],16,6,1.08
46024,rnbqkb1r/ppp1pppp/8/3p4/3Pn2B/5P2/PPP1P1PP/RN1QKBNR b KQkq -,Nd6,트롬포프스키 어택: 엣지 바리에이션,okay,[],1,1,60.74
46025,rnbqkb1r/ppp1pppp/8/3p4/3Pn2B/5P2/PPP1P1PP/RN1QKBNR b KQkq -,Nf6,트롬포프스키 어택: 엣지 바리에이션,best,[],2,1,31.85
46033,rnbqkb1r/ppp1pppp/8/3p4/3Pn2B/5P2/PPP1P1PP/RN1QKBNR b KQkq -,e5,트롬포프스키 어택: 엣지 바리에이션,blunder,[],10,2,0.0
46039,rnbqkb1r/ppp1pppp/8/3p4/3Pn2B/5P2/PPP1P1PP/RN1QKBNR b KQkq -,e6,트롬포프스키 어택: 엣지 바리에이션,blunder,[],16,4,0.02
46041,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/5P2/PPP1P1PP/RN1QKBNR w KQkq -,Nc3,트롬포프스키 어택: 엣지 바리에이션,best,[],1,1,62.79
46042,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/5P2/PPP1P1PP/RN1QKBNR w KQkq -,e4,트롬포프스키 어택: 엣지 바리에이션,excellent,[],2,1,9.3
46043,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/5P2/PPP1P1PP/RN1QKBNR w KQkq -,Nd2,트롬포프스키 어택: 엣지 바리에이션,okay,[],3,1,6.98
46044,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/5P2/PPP1P1PP/RN1QKBNR w KQkq -,e3,트롬포프스키 어택: 엣지 바리에이션,okay,[],4,1,6.98
46045,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/5P2/PPP1P1PP/RN1QKBNR w KQkq -,c4,트롬포프스키 어택: 엣지 바리에이션,inaccuracy,[],5,1,6.98
46046,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/5P2/PPP1P1PP/RN1QKBNR w KQkq -,c3,트롬포프스키 어택: 엣지 바리에이션,inaccuracy,[],6,1,4.65
46047,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/5P2/PPP1P1PP/RN1QKBNR w KQkq -,Bxf6,트롬포프스키 어택: 엣지 바리에이션,incorrect,[],7,1,2.33
46048,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/5P2/PPP1P1PP/RN1QKBNR w KQkq -,Qd3,트롬포프스키 어택: 엣지 바리에이션,okay,[],8,3,0.74
46049,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/5P2/PPP1P1PP/RN1QKBNR w KQkq -,g4,트롬포프스키 어택: 엣지 바리에이션,mistake,[],9,3,0.52
46050,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/5P2/PPP1P1PP/RN1QKBNR w KQkq -,Bf2,트롬포프스키 어택: 엣지 바리에이션,inaccuracy,[],10,3,0.49
46052,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/5P2/PPP1P1PP/RN1QKBNR w KQkq -,Bg3,트롬포프스키 어택: 엣지 바리에이션,mistake,[],12,3,0.05
46053,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/5P2/PPP1P1PP/RN1QKBNR w KQkq -,h3,트롬포프스키 어택: 엣지 바리에이션,mistake,[],13,4,0.22
46054,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/5P2/PPP1P1PP/RN1QKBNR w KQkq -,f4,트롬포프스키 어택: 엣지 바리에이션,mistake,[],14,5,0.27
46056,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/2N2P2/PPP1P1PP/R2QKBNR b KQkq -,Bf5,트롬포프스키 어택: 엣지 바리에이션,excellent,[],2,1,25.93
46057,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/2N2P2/PPP1P1PP/R2QKBNR b KQkq -,c5,트롬포프스키 어택: 엣지 바리에이션,best,[],3,1,22.22
46058,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/2N2P2/PPP1P1PP/R2QKBNR b KQkq -,g6,트롬포프스키 어택: 엣지 바리에이션,blunder,[],4,1,3.7
46059,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/2N2P2/PPP1P1PP/R2QKBNR b KQkq -,c6,트롬포프스키 어택: 엣지 바리에이션,mistake,[],5,1,3.7
46060,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/2N2P2/PPP1P1PP/R2QKBNR b KQkq -,Nbd7,트롬포프스키 어택: 엣지 바리에이션,blunder,[],6,2,2.59
46061,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/2N2P2/PPP1P1PP/R2QKBNR b KQkq -,Nc6,트롬포프스키 어택: 엣지 바리에이션,blunder,[],7,2,1.52
46062,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/2N2P2/PPP1P1PP/R2QKBNR b KQkq -,h6,트롬포프스키 어택: 엣지 바리에이션,blunder,[],8,2,0.44
46063,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/2N2P2/PPP1P1PP/R2QKBNR b KQkq -,a6,트롬포프스키 어택: 엣지 바리에이션,mistake,[],9,2,0.37
46064,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/2N2P2/PPP1P1PP/R2QKBNR b KQkq -,b6,트롬포프스키 어택: 엣지 바리에이션,blunder,[],10,2,0.2
46065,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/2N2P2/PPP1P1PP/R2QKBNR b KQkq -,Qd6,트롬포프스키 어택: 엣지 바리에이션,blunder,[],11,2,0.05
46067,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/2N2P2/PPP1P1PP/R2QKBNR b KQkq -,Be6,트롬포프스키 어택: 엣지 바리에이션,blunder,[],13,4,0.39
46068,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/2N2P2/PPP1P1PP/R2QKBNR b KQkq -,b5,트롬포프스키 어택: 엣지 바리에이션,blunder,[],14,4,0.13
46069,rnbqkb1r/ppp1pppp/5n2/3p4/3P3B/2N2P2/PPP1P1PP/R2QKBNR b KQkq -,Nh5,트롬포프스키 어택: 엣지 바리에이션,mistake,[],15,5,1.27
46070,rn1qkb1r/ppp1pppp/5n2/3p1b2/3P3B/2N2P2/PPP1P1PP/R2QKBNR w KQkq -,Qd2,트롬포프스키 어택: 엣지 바리에이션,best,[],1,1,85.71
46071,rn1qkb1r/ppp1pppp/5n2/3p1b2/3P3B/2N2P2/PPP1P1PP/R2QKBNR w KQkq -,e4,"트롬포프스키 어택: 엣지 바리에이션, 헤르거트 갬빗",book,[],2,1,14.29
46072,rn1qkb1r/ppp1pppp/5n2/3p1b2/3P3B/2N2P2/PPP1P1PP/R2QKBNR w KQkq -,Bxf6,트롬포프스키 어택: 엣지 바리에이션,okay,[],3,3,31.26
46073,rn1qkb1r/ppp1pppp/5n2/3p1b2/3P3B/2N2P2/PPP1P1PP/R2QKBNR w KQkq -,e3,트롬포프스키 어택: 엣지 바리에이션,best,[],4,3,19.96
46074,rn1qkb1r/ppp1pppp/5n2/3p1b2/3P3B/2N2P2/PPP1P1PP/R2QKBNR w KQkq -,g4,트롬포프스키 어택: 엣지 바리에이션,okay,[],5,3,16.76
46075,rn1qkb1r/ppp1pppp/5n2/3p1b2/3P3B/2N2P2/PPP1P1PP/R2QKBNR w KQkq -,a3,트롬포프스키 어택: 엣지 바리에이션,okay,[],6,3,1.32
46078,rn1qkb1r/ppp1pppp/5n2/3p1b2/3P3B/2N2P2/PPP1P1PP/R2QKBNR w KQkq -,g3,트롬포프스키 어택: 엣지 바리에이션,inaccuracy,[],9,3,0.19
46079,rn1qkb1r/ppp1pppp/5n2/3p1b2/3P3B/2N2P2/PPP1P1PP/R2QKBNR w KQkq -,Nxd5,트롬포프스키 어택: 엣지 바리에이션,mistake,[],10,3,0.19
46080,rn1qkb1r/ppp1pppp/5n2/3p1b2/3P3B/2N2P2/PPP1P1PP/R2QKBNR w KQkq -,h3,트롬포프스키 어택: 엣지 바리에이션,inaccuracy,[],11,4,0.88
46081,rnbqkb1r/pp1ppppp/5n2/2p3B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,Bxf6,트롬포프스키 어택,excellent,[],1,1,46.75
46082,rnbqkb1r/pp1ppppp/5n2/2p3B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,d5,트롬포프스키 어택,best,[],2,1,38.46
46083,rnbqkb1r/pp1ppppp/5n2/2p3B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,Nc3,트롬포프스키 어택,incorrect,[],3,1,9.31
46084,rnbqkb1r/pp1ppppp/5n2/2p3B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,dxc5,트롬포프스키 어택,excellent,[],4,1,4.24
46086,rnbqkb1r/pp1ppppp/5n2/2p3B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,c3,트롬포프스키 어택,inaccuracy,[],6,1,0.37
46087,rnbqkb1r/pp1ppppp/5n2/2p3B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,Nf3,트롬포프스키 어택,okay,[],7,2,0.47
46088,rnbqkb1r/pp1ppppp/5n2/2p3B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,Nd2,트롬포프스키 어택,mistake,[],8,2,0.04
46089,rnbqkb1r/pp1ppppp/5n2/2p3B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,c4,트롬포프스키 어택,blunder,[],9,2,0.01
46090,rnbqkb1r/pp1ppppp/5n2/2p3B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,Bh4,트롬포프스키 어택,blunder,[],10,2,0.01
46091,rnbqkb1r/pp1ppppp/5n2/2p3B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,h4,트롬포프스키 어택,blunder,[],11,2,0.01
46092,rnbqkb1r/pp1ppppp/5n2/2p3B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,Bf4,트롬포프스키 어택,blunder,[],12,2,0.01
46093,rnbqkb1r/pp1ppppp/5n2/2p3B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,e4,트롬포프스키 어택,mistake,[],13,3,0.08
46094,rnbqkb1r/pp1ppppp/5n2/2p3B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,f3,트롬포프스키 어택,blunder,[],14,3,0.07
46095,rnbqkb1r/pp1ppppp/5n2/2p3B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,h3,트롬포프스키 어택,blunder,[],15,4,0.16
46096,rnbqkb1r/pp1ppppp/5n2/2p3B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,f4,트롬포프스키 어택,incorrect,[],16,5,0.13
46098,rnbqkb1r/pp1ppppp/5n2/2p3B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -,Qd3,트롬포프스키 어택,blunder,[],18,6,0.42
46100,rnbqkb1r/pp1ppppp/5n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR b KQkq -,Qb6,트롬포프스키 어택,inaccuracy,[],2,1,36.1
46101,rnbqkb1r/pp1ppppp/5n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR b KQkq -,d6,트롬포프스키 어택,best,[],3,1,10.25
46103,rnbqkb1r/pp1ppppp/5n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR b KQkq -,g6,트롬포프스키 어택,inaccuracy,[],5,1,3.97
46104,rnbqkb1r/pp1ppppp/5n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR b KQkq -,Qa5+,트롬포프스키 어택,mistake,[],6,1,1.02
46105,rnbqkb1r/pp1ppppp/5n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR b KQkq -,e6,트롬포프스키 어택,excellent,[],7,1,0.92
46110,rnbqkb1r/pp1ppppp/5n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR b KQkq -,Nxd5,트롬포프스키 어택,mistake,[],12,3,0.14
46111,rnbqkb1r/pp1ppppp/5n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR b KQkq -,Ng4,트롬포프스키 어택,blunder,[],13,6,0.99
46112,rnb1kb1r/pp1ppppp/1q3n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR w KQkq -,Nc3,트롬포프스키 어택: 포이즌드 폰 바리에이션,book,[],1,1,87.98
46113,rnb1kb1r/pp1ppppp/1q3n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR w KQkq -,Bc1,트롬포프스키 어택,inaccuracy,[],2,1,6.14
46114,rnb1kb1r/pp1ppppp/1q3n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR w KQkq -,Bxf6,트롬포프스키 어택,mistake,[],3,1,4.35
46115,rnb1kb1r/pp1ppppp/1q3n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR w KQkq -,b3,트롬포프스키 어택,blunder,[],4,1,0.51
46116,rnb1kb1r/pp1ppppp/1q3n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR w KQkq -,Nd2,트롬포프스키 어택,blunder,[],5,1,0.51
46117,rnb1kb1r/pp1ppppp/1q3n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR w KQkq -,Qc1,트롬포프스키 어택,blunder,[],6,1,0.26
46118,rnb1kb1r/pp1ppppp/1q3n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR w KQkq -,c4,트롬포프스키 어택,incorrect,[],7,1,0.26
46119,rnb1kb1r/pp1ppppp/1q3n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR w KQkq -,Nf3,트롬포프스키 어택,blunder,[],8,2,0.11
46120,rnb1kb1r/pp1ppppp/1q3n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR w KQkq -,Bd2,트롬포프스키 어택,blunder,[],9,2,0.06
46122,rnb1kb1r/pp1ppppp/1q3n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR w KQkq -,h4,트롬포프스키 어택,incorrect,[],11,2,0.01
46123,rnb1kb1r/pp1ppppp/1q3n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR w KQkq -,Na3,트롬포프스키 어택,incorrect,[],12,2,0.01
46124,rnb1kb1r/pp1ppppp/1q3n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR w KQkq -,e3,트롬포프스키 어택,incorrect,[],13,3,0.09
46125,rnb1kb1r/pp1ppppp/1q3n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR w KQkq -,e4,트롬포프스키 어택,blunder,[],14,3,0.05
46126,rnb1kb1r/pp1ppppp/1q3n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR w KQkq -,d6,트롬포프스키 어택,incorrect,[],15,4,0.25
46127,rnb1kb1r/pp1ppppp/1q3n2/2pP2B1/8/8/PPP1PPPP/RN1QKBNR w KQkq -,f3,트롬포프스키 어택,mistake,[],16,5,0.88
46128,rnbqkb1r/pppppppp/8/6B1/3Pn2P/8/PPP1PPP1/RN1QKBNR b KQkq -,c5,트롬포프스키 어택: 랩터 바리에이션,okay,[],1,1,49.7
46130,rnbqkb1r/pppppppp/8/6B1/3Pn2P/8/PPP1PPP1/RN1QKBNR b KQkq -,h6,트롬포프스키 어택: 랩터 바리에이션,okay,[],3,1,7.61
46131,rnbqkb1r/pppppppp/8/6B1/3Pn2P/8/PPP1PPP1/RN1QKBNR b KQkq -,c6,트롬포프스키 어택: 랩터 바리에이션,okay,[],4,1,3.13
46132,rnbqkb1r/pppppppp/8/6B1/3Pn2P/8/PPP1PPP1/RN1QKBNR b KQkq -,Nxg5,트롬포프스키 어택: 랩터 바리에이션,okay,[],5,1,2.69
46133,rnbqkb1r/pppppppp/8/6B1/3Pn2P/8/PPP1PPP1/RN1QKBNR b KQkq -,g6,트롬포프스키 어택: 랩터 바리에이션,okay,[],6,1,0.75
46134,rnbqkb1r/pppppppp/8/6B1/3Pn2P/8/PPP1PPP1/RN1QKBNR b KQkq -,f6,트롬포프스키 어택: 랩터 바리에이션,okay,[],7,1,0.3
