fen,san,name_ko,name_en,eval
rnbqkb1r/pp1p1ppp/4pn2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6,"시실리안 디펜스: 프렌치 바리에이션, 노멀","Sicilian Defense: French Variation, Normal",-0.5
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/1P3N2/P1PP1PPP/RNBQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. b3,"시실리안 디펜스: 프렌치 바리에이션, 베스테리넨 어택","Sicilian Defense: French Variation, Westerinen Attack",0.0
rnbqkb1r/pp1p1ppp/4pn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3,"시실리안 디펜스: 프렌치 바리에이션, 노멀","Sicilian Defense: French Variation, Normal",0.4
rnb1kb1r/pp1p1ppp/1q2pn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Qb6,시실리안 디펜스: 가우-포 바리에이션,Sicilian Defense: Gaw-Paw Variation,-1.0
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. Nc3,시실리안 디펜스: 프렌치 바리에이션,Sicilian Defense: French Variation,0.3
rnbqkbnr/1p1p1ppp/p3p3/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. Nc3 a6,시실리안 디펜스: 프렌치 바리에이션,Sicilian Defense: French Variation,-0.4
rnbqkbnr/1p1p1ppp/p3p3/2p5/4P3/2N2NP1/PPPP1P1P/R1BQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. Nc3 a6 4. g3,시실리안 디펜스: 프렌치 바리에이션,Sicilian Defense: French Variation,0.2
rnbqkbnr/3p1ppp/p3p3/1pp5/4P3/2N2NP1/PPPP1P1P/R1BQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. Nc3 a6 4. g3 b5,시실리안 디펜스: 프렌치 바리에이션,Sicilian Defense: French Variation,-0.1
rnbqkbnr/3p1ppp/p3p3/1pp5/3PP3/2N2NP1/PPP2P1P/R1BQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. Nc3 a6 4. g3 b5 5. d4,시실리안 디펜스: 프렌치 바리에이션,Sicilian Defense: French Variation,0.0
rnbqkbnr/3p1ppp/p3p3/1p6/3pP3/2N2NP1/PPP2P1P/R1BQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. Nc3 a6 4. g3 b5 5. d4 cxd4,시실리안 디펜스: 프렌치 바리에이션,Sicilian Defense: French Variation,0.0
rnbqkbnr/3p1ppp/p3p3/1p6/3NP3/2N3P1/PPP2P1P/R1BQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. Nc3 a6 4. g3 b5 5. d4 cxd4 6. Nxd4,"시실리안 디펜스: 칸 바리에이션, 윙 어택, 피앙케토 바리에이션","Sicilian Defense: Kan Variation, Wing Attack, Fianchetto Variation",0.2
rnbqkbnr/pp1p1ppp/4p3/2p5/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. c4,시실리안 디펜스: 크람닉 바리에이션,Sicilian Defense: Kramnik Variation,0.1
rnb1kbnr/pp1p1ppp/1q2p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Qb6,시실리안 디펜스: 크베이니스 바리에이션,Sicilian Defense: Kveinis Variation,-0.7
rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 d5,시실리안 디펜스: 마셜 카운터어택,Sicilian Defense: Marshall Counterattack,-0.8
rnbqk1nr/pp1p1ppp/4p3/2b5/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Bc5,시실리안 디펜스: 파울센-바스만 디펜스,Sicilian Defense: Paulsen-Basman Defense,-0.8
rnbqk2r/pp1p1ppp/4pn2/8/1b1NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4,시실리안 디펜스: 핀 바리에이션,Sicilian Defense: Pin Variation,-0.8
rnbqk2r/pp1p1ppp/4pn2/8/1b1NP3/2NB4/PPP2PPP/R1BQK2R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4 6. Bd3,시실리안 디펜스: 핀 바리에이션,Sicilian Defense: Pin Variation,0.2
rnbqk2r/pp1p1ppp/5n2/4p3/1b1NP3/2NB4/PPP2PPP/R1BQK2R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4 6. Bd3 e5,"시실리안 디펜스: 핀 바리에이션, 재피 바리에이션","Sicilian Defense: Pin Variation, Jaffe Variation",-0.6
rnbqk2r/pp1p1ppp/4pn2/4P3/1b1N4/2N5/PPP2PPP/R1BQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4 6. e5,"시실리안 디펜스: 핀 바리에이션, 코흐 바리에이션","Sicilian Defense: Pin Variation, Koch Variation",0.8
rnbqkbnr/pp1p1ppp/4p3/8/3pP3/2P2N2/PP3PPP/RNBQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. c3,시실리안 디펜스: 스미스-모라 갬빗 디퍼드,Sicilian Defense: Smith-Morra Gambit Deferred,-0.3
rnbqkbnr/pp1p1ppp/4p3/2p5/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. b4,시실리안 디펜스: 윙 갬빗 디퍼드,Sicilian Defense: Wing Gambit Deferred,-0.5
rnbqkbnr/1p1p1ppp/p3p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6,시실리안 디펜스: 칸 바리에이션,Sicilian Defense: Kan Variation,-0.5
rnbqkbnr/1p1p1ppp/p3p3/8/2PNP3/8/PP3PPP/RNBQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4,"시실리안 디펜스: 칸 바리에이션, 마록지 바인드, 레티 바리에이션","Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",0.5
rnbqkb1r/1p1p1ppp/p3pn2/8/2PNP3/8/PP3PPP/RNBQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 Nf6,"시실리안 디펜스: 칸 바리에이션, 마록지 바인드, 레티 바리에이션","Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",-0.3
rnbqkb1r/1p1p1ppp/p3pn2/8/2PNP3/2N5/PP3PPP/R1BQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 Nf6 6. Nc3,"시실리안 디펜스: 칸 바리에이션, 마록지 바인드, 레티 바리에이션","Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",0.2
rnbqk2r/1p1p1ppp/p3pn2/8/1bPNP3/2N5/PP3PPP/R1BQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 Nf6 6. Nc3 Bb4,"시실리안 디펜스: 칸 바리에이션, 마록지 바인드, 레티 바리에이션","Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",-0.3
rnbqk2r/1p1p1ppp/p3pn2/8/1bPNP3/2NB4/PP3PPP/R1BQK2R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 Nf6 6. Nc3 Bb4 7. Bd3,"시실리안 디펜스: 칸 바리에이션, 마록지 바인드, 레티 바리에이션","Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",0.0
r1bqk2r/1p1p1ppp/p1n1pn2/8/1bPNP3/2NB4/PP3PPP/R1BQK2R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 Nf6 6. Nc3 Bb4 7. Bd3 Nc6,"시실리안 디펜스: 칸 바리에이션, 마록지 바인드, 브론슈타인 바리에이션","Sicilian Defense: Kan Variation, Maróczy Bind, Bronstein Variation",-0.1
r1bqk2r/1p1p1ppp/p1n1pn2/8/1bPNP3/2N5/PPB2PPP/R1BQK2R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 Nf6 6. Nc3 Bb4 7. Bd3 Nc6 8. Bc2,"시실리안 디펜스: 칸 바리에이션, 마록지 바인드, 브론슈타인 바리에이션","Sicilian Defense: Kan Variation, Maróczy Bind, Bronstein Variation",-0.3
rnbqkbnr/1p1p1p1p/p3p1p1/8/2PNP3/8/PP3PPP/RNBQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 g6,"시실리안 디펜스: 칸 바리에이션, 마록지 바인드, 헤지호그 바리에이션","Sicilian Defense: Kan Variation, Maróczy Bind, Hedgehog Variation",-1.2
rnbqkbnr/1p1p1ppp/p3p3/8/3NP3/3B4/PPP2PPP/RNBQK2R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3,"시실리안 디펜스: 칸 바리에이션, 모던 바리에이션","Sicilian Defense: Kan Variation, Modern Variation",0.5
rnbqkb1r/1p1p1ppp/p3pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 Nf6,"시실리안 디펜스: 칸 바리에이션, 모던 바리에이션","Sicilian Defense: Kan Variation, Modern Variation",0.0
rnbqkb1r/1p1p1ppp/p3pn2/8/3NP3/3B4/PPP2PPP/RNBQ1RK1 b kq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 Nf6 6. O-O,"시실리안 디펜스: 칸 바리에이션, 모던 바리에이션","Sicilian Defense: Kan Variation, Modern Variation",0.5
rnbqkb1r/1p3ppp/p2ppn2/8/3NP3/3B4/PPP2PPP/RNBQ1RK1 w kq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 Nf6 6. O-O d6,"시실리안 디펜스: 칸 바리에이션, 모던 바리에이션","Sicilian Defense: Kan Variation, Modern Variation",-0.6
rnbqkb1r/1p3ppp/p2ppn2/8/2PNP3/3B4/PP3PPP/RNBQ1RK1 b kq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 Nf6 6. O-O d6 7. c4,"시실리안 디펜스: 칸 바리에이션, 모던 바리에이션","Sicilian Defense: Kan Variation, Modern Variation",0.5
rnbqkb1r/1p3p1p/p2ppnp1/8/2PNP3/3B4/PP3PPP/RNBQ1RK1 w kq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 Nf6 6. O-O d6 7. c4 g6,"시실리안 디펜스: 칸 바리에이션, 깁슬리스 바리에이션","Sicilian Defense: Kan Variation, Gipslis Variation",-0.9
rnbqk1nr/1p1p1ppp/p3p3/2b5/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 Bc5,"시실리안 디펜스: 칸 바리에이션, 폴루가예프스키 바리에이션","Sicilian Defense: Kan Variation, Polugaevsky Variation",-0.4
rnbqkbnr/1p1p1p1p/p3p1p1/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 g6,"시실리안 디펜스: 칸 바리에이션, 스위스 치즈 바리에이션","Sicilian Defense: Kan Variation, Swiss Cheese Variation",-0.5
rnbqkbnr/1p1p1ppp/p3p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3,"시실리안 디펜스: 칸 바리에이션, 나이트 바리에이션","Sicilian Defense: Kan Variation, Knight Variation",0.2
rnbqkbnr/3p1ppp/p3p3/1p6/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 b5,"시실리안 디펜스: 칸 바리에이션, 윙 어택","Sicilian Defense: Kan Variation, Wing Attack",-0.3
rnbqkbnr/3p1ppp/p3p3/1p6/3NP3/2NB4/PPP2PPP/R1BQK2R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 b5 6. Bd3,"시실리안 디펜스: 칸 바리에이션, 윙 어택","Sicilian Defense: Kan Variation, Wing Attack",0.1
rnb1kbnr/3p1ppp/pq2p3/1p6/3NP3/2NB4/PPP2PPP/R1BQK2R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 b5 6. Bd3 Qb6,"시실리안 디펜스: 칸 바리에이션, 윙 어택","Sicilian Defense: Kan Variation, Wing Attack",-0.3
rnb1kbnr/3p1ppp/pq2p3/1p6/3NP3/2NBB3/PPP2PPP/R2QK2R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 b5 6. Bd3 Qb6 7. Be3,"시실리안 디펜스: 칸 바리에이션, 윙 어택","Sicilian Defense: Kan Variation, Wing Attack",0.2
rnb1k1nr/3p1ppp/pq2p3/1pb5/3NP3/2NBB3/PPP2PPP/R2QK2R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 b5 6. Bd3 Qb6 7. Be3 Bc5,"시실리안 디펜스: 칸 바리에이션, 윙 어택","Sicilian Defense: Kan Variation, Wing Attack",0.0
rnb1k1nr/3p1ppp/pq2p3/1pb5/3NP1Q1/2NBB3/PPP2PPP/R3K2R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 b5 6. Bd3 Qb6 7. Be3 Bc5 8. Qg4,"시실리안 디펜스: 칸 바리에이션, 윙 어택, 크리스티안센 드림","Sicilian Defense: Kan Variation, Wing Attack, Christiansen's Dream",-0.2
rnb1kbnr/3p1ppp/pq2p3/1p6/4P3/2NB1N2/PPP2PPP/R1BQK2R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 b5 6. Bd3 Qb6 7. Nf3,"시실리안 디펜스: 칸 바리에이션, 윙 어택, 스프래것 어택","Sicilian Defense: Kan Variation, Wing Attack, Spraggett Attack",0.4
r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6,시실리안 디펜스: 타이마노프 바리에이션,Sicilian Defense: Taimanov Variation,-0.4
r1bqkbnr/pp1p1ppp/2n1p3/1N6/4P3/8/PPP2PPP/RNBQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5,"시실리안 디펜스: 타이마노프 바리에이션, 센 바리에이션","Sicilian Defense: Taimanov Variation, Szén Variation",0.1
r1bqkbnr/pp3ppp/2npp3/1N6/4P3/8/PPP2PPP/RNBQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6,"시실리안 디펜스: 타이마노프 바리에이션, 센 바리에이션","Sicilian Defense: Taimanov Variation, Szén Variation",-0.1
r1bqkbnr/pp3ppp/2npp3/1N6/2P1P3/8/PP3PPP/RNBQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4,"시실리안 디펜스: 타이마노프 바리에이션, 센 바리에이션","Sicilian Defense: Taimanov Variation, Szén Variation",0.1
r1bqkb1r/pp3ppp/2nppn2/1N6/2P1P3/8/PP3PPP/RNBQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6,"시실리안 디펜스: 타이마노프 바리에이션, 센 바리에이션","Sicilian Defense: Taimanov Variation, Szén Variation",-0.2
r1bqkb1r/pp3ppp/2nppn2/1N6/2P1P3/2N5/PP3PPP/R1BQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6 7. N1c3,"시실리안 디펜스: 타이마노프 바리에이션, 센 바리에이션","Sicilian Defense: Taimanov Variation, Szén Variation",0.1
r1bqkb1r/1p3ppp/p1nppn2/1N6/2P1P3/2N5/PP3PPP/R1BQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6 7. N1c3 a6,"시실리안 디펜스: 타이마노프 바리에이션, 센 바리에이션","Sicilian Defense: Taimanov Variation, Szén Variation",-0.1
r1bqkb1r/1p3ppp/p1nppn2/8/2P1P3/N1N5/PP3PPP/R1BQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6 7. N1c3 a6 8. Na3,"시실리안 디펜스: 타이마노프 바리에이션, 센 바리에이션","Sicilian Defense: Taimanov Variation, Szén Variation",0.1
r1bqkb1r/1p3ppp/p1n1pn2/3p4/2P1P3/N1N5/PP3PPP/R1BQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6 7. N1c3 a6 8. Na3 d5,"시실리안 디펜스: 타이마노프 바리에이션, 게리 갬빗","Sicilian Defense: Taimanov Variation, Gary Gambit",-0.4
r1bqk2r/1p2bppp/p1nppn2/8/2P1P3/N1N5/PP3PPP/R1BQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6 7. N1c3 a6 8. Na3 Be7,"시실리안 디펜스: 타이마노프 바리에이션, 센 바리에이션","Sicilian Defense: Taimanov Variation, Szén Variation",-0.2
r1bqk2r/1p2bppp/p1nppn2/8/2P1P3/N1N5/PP2BPPP/R1BQK2R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6 7. N1c3 a6 8. Na3 Be7 9. Be2,"시실리안 디펜스: 타이마노프 바리에이션, 센 바리에이션","Sicilian Defense: Taimanov Variation, Szén Variation",0.2
r1bq1rk1/1p2bppp/p1nppn2/8/2P1P3/N1N5/PP2BPPP/R1BQK2R w KQ -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6 7. N1c3 a6 8. Na3 Be7 9. Be2 O-O,"시실리안 디펜스: 타이마노프 바리에이션, 센 바리에이션","Sicilian Defense: Taimanov Variation, Szén Variation",-0.2
r1bq1rk1/1p2bppp/p1nppn2/8/2P1P3/N1N5/PP2BPPP/R1BQ1RK1 b - -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6 7. N1c3 a6 8. Na3 Be7 9. Be2 O-O 10. O-O,"시실리안 디펜스: 타이마노프 바리에이션, 센 바리에이션","Sicilian Defense: Taimanov Variation, Szén Variation",0.1
r1bq1rk1/4bppp/ppnppn2/8/2P1P3/N1N5/PP2BPPP/R1BQ1RK1 w - -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6 7. N1c3 a6 8. Na3 Be7 9. Be2 O-O 10. O-O b6,"시실리안 디펜스: 타이마노프 바리에이션, 모던 라인","Sicilian Defense: Taimanov Variation, Modern Line",-0.2
r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3,시실리안 디펜스: 타이마노프 바리에이션,Sicilian Defense: Taimanov Variation,0.3
r1bqk2r/pp1p1ppp/2n1pn2/1N6/1b2P3/2N5/PPP2PPP/R1BQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Nf6 6. Ndb5 Bb4,시실리안 디펜스: 포 나이트 바리에이션,Sicilian Defense: Four Knights Variation,-0.3
r1bqk2r/pp1p1ppp/2nNpn2/8/1b2P3/2N5/PPP2PPP/R1BQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Nf6 6. Ndb5 Bb4 7. Nd6+,"시실리안 디펜스: 포 나이트 바리에이션, 아메리칸 어택","Sicilian Defense: Four Knights Variation, American Attack",0.1
r1bqkb1r/pp1p1ppp/2N1pn2/8/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Nxc6,"시실리안 디펜스: 포 나이트 바리에이션, 익스체인지 바리에이션","Sicilian Defense: Four Knights Variation, Exchange Variation",0.3
r1bqkbnr/1p1p1ppp/p1n1p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 a6,시실리안 디펜스: 타이마노프 바리에이션,Sicilian Defense: Taimanov Variation,-0.5
r1b1kbnr/ppqp1ppp/2n1p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7,"시실리안 디펜스: 타이마노프 바리에이션, 바스트리코프 바리에이션","Sicilian Defense: Taimanov Variation, Bastrikov Variation",-0.4
r1b1kbnr/ppqp1ppp/2n1p3/1N6/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Ndb5,"시실리안 디펜스: 타이마노프 바리에이션, 바스트리코프 바리에이션","Sicilian Defense: Taimanov Variation, Bastrikov Variation",0.3
rqb1kbnr/pp1p1ppp/2n1p3/1N6/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Ndb5 Qb8,"시실리안 디펜스: 타이마노프 바리에이션, 바스트리코프 바리에이션","Sicilian Defense: Taimanov Variation, Bastrikov Variation",-0.3
rqb1kbnr/pp1p1ppp/2n1p3/1N6/4P3/2N1B3/PPP2PPP/R2QKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Ndb5 Qb8 7. Be3,"시실리안 디펜스: 타이마노프 바리에이션, 바스트리코프 바리에이션","Sicilian Defense: Taimanov Variation, Bastrikov Variation",0.0
rqb1kbnr/1p1p1ppp/p1n1p3/1N6/4P3/2N1B3/PPP2PPP/R2QKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Ndb5 Qb8 7. Be3 a6,"시실리안 디펜스: 타이마노프 바리에이션, 바스트리코프 바리에이션","Sicilian Defense: Taimanov Variation, Bastrikov Variation",-0.3
rqb1kbnr/1p1p1ppp/pBn1p3/1N6/4P3/2N5/PPP2PPP/R2QKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Ndb5 Qb8 7. Be3 a6 8. Bb6,"시실리안 디펜스: 타이마노프 바리에이션, 바스트리코프 바리에이션, 포노마료프 갬빗","Sicilian Defense: Taimanov Variation, Bastrikov Variation, Ponomariov Gambit",-0.8
r1b1kbnr/ppqp1ppp/2n1p3/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be3,"시실리안 디펜스: 타이마노프 바리에이션, 바스트리코프 바리에이션, 잉글리시 어택","Sicilian Defense: Taimanov Variation, Bastrikov Variation, English Attack",0.5
r1b1kbnr/1pqp1ppp/p1n1p3/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be3 a6,"시실리안 디펜스: 타이마노프 바리에이션, 바스트리코프 바리에이션, 잉글리시 어택","Sicilian Defense: Taimanov Variation, Bastrikov Variation, English Attack",-0.3
r1b1kbnr/1pqp1ppp/p1n1p3/8/3NP3/2N1B3/PPP1BPPP/R2QK2R b KQkq -,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be3 a6 7. Be2,"시실리안 디펜스: 타이마노프 바리에이션, 바스트리코프 바리에이션","Sicilian Defense: Taimanov Variation, Bastrikov Variation",0.2
rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,1. e4 c5 2. Nf3 d6,시실리안 디펜스: 모던 바리에이션,Sicilian Defense: Modern Variations,-0.2
rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq -,1. e4 c5 2. Nf3 d6 3. d4,시실리안 디펜스,Sicilian Defense,0.3
rnbqkbnr/pp2pppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq -,1. e4 c5 2. Nf3 d6 3. d4 cxd4,시실리안 디펜스,Sicilian Defense,-0.2
rnbqkbnr/pp2pppp/3p4/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq -,1. e4 c5 2. Nf3 d6 3. c3,시실리안 디펜스: 딜레이드 알라핀 바리에이션,"Sicilian Defense: Delayed Alapin Variation, with d6",-0.1
rnbqkb1r/pp2pppp/3p1n2/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq -,1. e4 c5 2. Nf3 d6 3. c3 Nf6,시실리안 디펜스: 딜레이드 알라핀 바리에이션,"Sicilian Defense: Delayed Alapin Variation, with d6",0.0
rnbqkb1r/pp2pppp/3p1n2/2p5/4P3/2P2N2/PP1PBPPP/RNBQK2R b KQkq -,1. e4 c5 2. Nf3 d6 3. c3 Nf6 4. Be2,시실리안 디펜스: 딜레이드 알라핀 바리에이션,"Sicilian Defense: Delayed Alapin Variation, with d6",0.0
r1bqkb1r/pp2pppp/2np1n2/2p5/4P3/2P2N2/PP1PBPPP/RNBQK2R w KQkq -,1. e4 c5 2. Nf3 d6 3. c3 Nf6 4. Be2 Nc6,시실리안 디펜스: 딜레이드 알라핀 바리에이션,"Sicilian Defense: Delayed Alapin Variation, with d6",-0.5
